"","order_item_id","pred"
"296",147391,0
"297",108517,0
"298",103095,0
"299",132996,0
"300",103133,0
"301",116898,0
"302",144792,0
"303",147551,0
"304",101016,0
"305",100648,0
"306",130406,0
"307",121284,0
"308",149368,0
"309",143800,0
"310",135240,0
"311",145313,0
"312",124481,0
"313",139612,0
"314",108606,0
"315",121622,0
"316",121376,0
"317",134250,0
"318",127682,0
"319",114997,0
"320",139409,0
"321",121424,0
"322",137025,0
"323",139679,0
"324",104417,0
"325",137412,0
"326",142923,1
"327",115170,0
"328",102352,0
"329",131443,0
"330",137812,1
"331",104577,1
"332",120892,0
"333",105796,1
"334",127542,0
"335",137557,0
"336",106006,0
"337",103131,0
"338",101603,0
"339",109619,0
"340",101425,0
"341",147881,0
"342",130865,0
"343",123472,0
"344",112452,0
"345",149227,0
"346",115088,0
"347",127307,0
"348",110981,0
"349",122143,0
"350",102087,0
"351",102750,0
"352",106795,0
"353",115449,0
"354",116116,0
"355",102642,0
"356",127911,0
"357",115983,0
"358",131568,0
"359",113450,0
"360",115803,0
"361",131181,0
"362",110392,0
"363",134308,0
"364",123355,0
"365",133483,0
"366",130558,0
"367",145253,0
"368",136978,1
"369",113544,1
"370",112533,0
"371",141553,0
"372",121343,0
"373",137844,0
"374",144996,0
"375",131978,0
"376",113535,0
"377",130752,0
"378",148216,0
"379",142999,0
"380",133745,0
"381",124001,0
"382",125781,0
"383",136492,0
"384",132863,0
"385",141292,0
"386",142408,0
"387",112085,0
"388",142991,0
"389",115210,0
"390",147160,0
"391",137492,0
"392",122288,0
"393",148517,0
"394",132022,0
"395",111429,0
"396",132223,0
"397",124390,1
"398",112457,0
"399",144867,0
"400",132878,0
"401",110943,0
"402",104972,0
"403",120145,0
"404",129495,0
"405",105532,0
"406",113295,0
"407",139095,0
"408",141637,0
"409",136384,0
"410",142941,0
"411",143123,0
"412",135369,0
"413",111321,0
"414",133181,0
"415",142372,0
"416",114113,0
"417",137386,0
"418",142289,0
"419",120991,0
"420",119353,0
"421",134717,0
"422",132253,0
"423",115984,0
"424",100428,0
"425",121583,0
"426",132631,0
"427",142310,0
"428",119430,0
"429",114414,0
"430",109821,0
"431",149677,0
"432",115793,0
"433",104706,0
"434",139287,0
"435",137181,0
"436",125698,0
"437",134889,0
"438",115617,0
"439",110017,0
"440",115786,0
"441",110850,0
"442",145612,0
"443",112257,0
"444",108522,0
"445",112102,0
"446",115317,0
"447",113484,0
"448",149983,0
"449",106705,0
"450",121425,0
"451",146419,0
"452",126398,0
"453",111207,0
"454",108218,0
"455",129586,0
"456",104917,0
"457",126830,0
"458",141813,0
"459",115344,1
"460",126204,0
"461",123630,0
"462",129258,0
"463",118043,0
"464",109759,0
"465",101531,0
"466",122870,0
"467",127767,0
"468",103344,0
"469",107613,0
"470",104514,0
"471",118400,0
"472",145210,0
"473",121237,0
"474",124781,0
"475",148021,0
"476",135996,0
"477",100151,0
"478",138846,0
"479",118881,0
"480",130455,0
"481",125243,0
"482",114992,0
"483",144764,0
"484",131249,0
"485",119980,0
"486",106210,0
"487",123004,0
"488",141362,0
"489",139309,0
"490",135216,0
"491",144443,0
"492",135580,0
"493",103575,0
"494",122613,0
"495",108376,0
"496",131879,0
"497",143423,0
"498",127523,0
"499",137285,0
"500",113261,0
"501",104996,0
"502",138302,0
"503",120366,0
"504",126596,0
"505",104856,0
"506",147893,0
"507",147020,0
"508",120940,0
"509",144096,0
"510",133566,0
"511",127103,0
"512",129914,0
"513",102334,0
"514",121885,0
"515",116983,0
"516",114332,0
"517",129768,0
"518",142965,0
"519",100730,0
"520",132375,0
"521",109954,0
"522",128641,0
"523",118603,0
"524",113623,0
"525",141080,0
"526",141279,0
"527",127517,0
"528",108622,0
"529",137744,0
"530",145903,0
"531",132094,0
"532",118036,0
"533",118788,0
"534",104338,0
"535",129746,0
"536",149671,0
"537",107748,0
"538",126669,1
"539",112340,0
"540",133578,0
"541",110842,0
"542",117047,0
"543",130431,0
"544",113332,0
"545",103029,0
"546",127179,0
"547",109023,0
"548",133825,0
"549",138291,0
"550",117231,0
"551",140469,0
"552",111031,0
"553",119702,0
"554",129211,0
"555",144512,0
"556",118809,0
"557",113648,0
"558",127261,0
"559",117559,0
"560",122659,0
"561",110681,0
"562",118997,0
"563",105631,0
"564",133740,0
"565",105877,0
"566",119652,0
"567",141840,0
"568",110243,0
"569",118452,0
"570",148436,0
"571",125332,0
"572",120517,0
"573",137755,0
"574",145123,0
"575",144883,0
"576",127293,0
"577",137676,0
"578",124582,0
"579",121346,0
"580",111793,0
"581",128624,0
"582",142608,0
"583",125756,0
"584",135046,0
"585",133082,0
"586",131106,0
"587",123910,0
"588",144675,0
"589",129991,0
"590",121666,0
"591",144606,0
"592",142532,0
"593",138335,0
"594",142669,0
"595",102269,0
"596",134446,0
"597",129828,0
"598",100712,0
"599",140905,0
"600",104989,0
"601",115564,0
"602",121537,0
"603",143515,0
"604",104660,0
"605",106586,0
"606",134170,0
"607",146207,0
"608",141173,0
"609",119692,0
"610",145737,0
"611",142863,0
"612",120094,0
"613",148953,0
"614",120895,0
"615",148530,0
"616",136966,0
"617",145085,0
"618",143622,0
"619",104238,0
"620",148410,0
"621",113215,0
"622",106561,0
"623",115077,0
"624",118774,0
"625",128662,0
"626",112147,0
"627",122838,0
"628",126381,0
"629",142114,0
"630",116704,0
"631",112783,0
"632",138672,0
"633",111405,0
"634",127153,0
"635",103433,0
"636",149589,0
"637",146921,0
"638",106630,0
"639",112215,0
"640",110412,0
"641",131554,0
"642",110143,0
"643",137516,0
"644",129472,0
"645",107716,0
"646",148570,0
"647",137196,0
"648",115226,0
"649",143736,0
"650",148519,0
"651",116434,0
"652",104971,0
"653",127458,0
"654",143734,0
"655",147132,0
"656",137453,0
"657",141320,0
"658",108273,0
"659",136781,0
"660",123510,0
"661",141160,0
"662",108291,0
"663",103461,0
"664",131241,0
"665",117415,0
"666",118673,0
"667",121395,0
"668",112669,0
"669",131133,0
"670",114304,0
"671",128726,0
"672",130495,0
"673",100847,0
"674",138653,0
"675",108802,0
"676",125138,0
"677",135261,0
"678",106919,0
"679",119126,0
"680",146878,0
"681",120364,0
"682",142064,0
"683",123698,0
"684",106261,0
"685",135956,0
"686",112642,0
"687",115450,0
"688",108409,0
"689",108999,0
"690",129643,0
"691",132630,0
"692",115374,0
"693",118778,0
"694",125110,0
"695",141702,0
"696",106934,0
"697",136533,0
"698",149566,0
"699",136563,0
"700",138425,0
"701",134344,0
"702",107047,0
"703",133460,0
"704",111224,0
"705",132219,0
"706",100630,0
"707",102612,0
"708",145140,0
"709",120002,0
"710",122451,0
"711",130631,0
"712",140978,0
"713",107612,0
"714",122091,0
"715",115163,0
"716",111479,0
"717",111068,0
"718",145051,0
"719",124086,0
"720",108767,0
"721",149114,0
"722",115490,0
"723",133382,0
"724",133054,0
"725",100391,0
"726",112690,0
"727",120524,0
"728",122327,0
"729",134366,0
"730",103011,0
"731",104675,0
"732",126809,0
"733",111770,0
"734",144240,0
"735",104777,0
"736",105255,0
"737",106791,0
"738",109515,0
"739",107656,0
"740",125249,0
"741",107783,0
"742",128396,0
"743",126982,0
"744",143545,0
"745",113766,0
"746",109250,0
"747",103506,0
"748",110716,0
"749",136065,0
"750",144795,0
"751",120743,0
"752",116222,0
"753",136627,0
"754",137921,0
"755",129550,0
"756",114246,0
"757",123103,0
"758",141331,0
"759",146428,0
"760",112905,0
"761",103094,0
"762",118486,0
"763",100103,0
"764",130634,0
"765",113037,0
"766",112443,0
"767",143162,0
"768",121997,0
"769",105699,0
"770",132729,0
"771",136550,0
"772",142881,0
"773",103802,0
"774",106207,0
"775",112268,0
"776",124624,0
"777",129721,0
"778",102238,0
"779",124642,0
"780",138264,0
"781",134532,0
"782",144816,0
"783",136337,0
"784",143661,0
"785",107777,0
"786",108919,0
"787",114950,0
"788",103927,0
"789",100617,0
"790",131688,0
"791",101269,0
"792",146061,0
"793",108702,0
"794",122987,0
"795",144138,0
"796",114343,0
"797",105552,0
"798",147091,0
"799",105196,0
"800",135419,0
"801",125779,0
"802",137544,0
"803",109909,0
"804",111664,0
"805",118069,0
"806",104009,0
"807",139547,0
"808",104999,0
"809",143170,0
"810",145971,0
"811",143176,0
"812",147007,0
"813",123690,0
"814",148971,0
"815",139915,0
"816",145166,0
"817",112033,0
"818",145366,0
"819",137128,0
"820",141600,0
"821",114708,0
"822",121405,0
"823",115214,0
"824",115254,0
"825",103693,0
"826",100638,0
"827",147109,0
"828",117160,0
"829",108892,0
"830",122387,0
"831",146599,0
"832",121117,0
"833",148477,0
"834",131626,0
"835",145340,0
"836",125973,0
"837",116770,1
"838",103481,0
"839",138585,0
"840",137106,0
"841",125166,0
"842",124842,0
"843",127233,0
"844",146167,0
"845",129681,0
"846",136515,0
"847",133418,0
"848",109225,0
"849",107654,0
"850",143765,0
"851",121515,0
"852",121695,0
"853",113888,0
"854",118624,0
"855",107830,0
"856",141768,0
"857",114165,0
"858",100696,0
"859",115221,0
"860",116237,0
"861",129973,0
"862",141826,0
"863",121426,0
"864",140299,0
"865",118582,0
"866",143218,0
"867",110891,0
"868",113013,0
"869",108303,0
"870",115498,0
"871",107944,0
"872",112291,0
"873",114289,0
"874",109964,0
"875",102890,0
"876",109638,0
"877",124289,0
"878",100918,0
"879",114866,0
"880",122575,0
"881",116386,0
"882",133384,0
"883",127942,0
"884",105963,0
"885",109822,0
"886",121384,0
"887",106576,0
"888",139922,0
"889",146340,0
"890",127283,1
"891",111120,0
"892",109124,0
"893",113677,0
"894",102293,0
"895",104347,0
"896",109128,0
"897",143686,0
"898",105453,1
"899",134030,0
"900",138466,0
"901",149985,0
"902",142846,0
"903",133372,0
"904",147712,0
"905",146786,0
"906",138718,0
"907",121527,0
"908",133954,0
"909",114928,0
"910",102349,0
"911",130364,0
"912",129882,0
"913",108226,0
"914",139684,0
"915",146637,0
"916",140679,0
"917",125731,0
"918",103423,0
"919",133656,0
"920",145744,0
"921",146799,0
"922",106396,0
"923",119901,0
"924",149445,0
"925",110632,0
"926",142975,0
"927",114011,0
"928",148753,0
"929",141973,0
"930",147031,0
"931",127015,0
"932",141440,0
"933",138217,0
"934",143473,0
"935",127623,0
"936",135548,0
"937",105224,0
"938",139996,0
"939",128476,0
"940",141084,0
"941",148704,0
"942",115687,0
"943",102909,0
"944",142502,0
"945",106021,0
"946",115882,0
"947",100622,0
"948",129766,0
"949",111376,0
"950",108478,0
"951",139075,0
"952",145426,0
"953",112412,0
"954",142205,0
"955",124462,0
"956",105687,0
"957",115993,0
"958",100351,0
"959",129090,0
"960",118557,0
"961",123105,0
"962",113788,0
"963",107017,0
"964",100490,0
"965",126533,0
"966",126000,0
"967",113837,0
"968",147843,0
"969",107139,0
"970",130815,0
"971",138319,0
"972",101311,0
"973",110292,0
"974",102717,0
"975",147039,0
"976",106464,0
"977",128609,0
"978",143096,0
"979",114317,0
"980",102699,0
"981",107463,0
"982",149170,0
"983",147824,0
"984",134028,0
"985",142294,0
"986",134345,0
"987",103356,0
"988",102556,0
"989",127758,0
"990",110623,0
"991",124375,0
"992",145179,0
"993",142220,0
"994",148731,0
"995",143365,0
"996",143639,0
"997",104276,0
"998",104192,0
"999",109853,0
"1000",128680,0
"1001",118374,0
"1002",138323,0
"1003",128818,0
"1004",101171,0
"1005",103949,0
"1006",109561,0
"1007",124127,0
"1008",125233,0
"1009",140692,0
"1010",109501,0
"1011",133818,0
"1012",135733,0
"1013",127722,0
"1014",122326,0
"1015",100717,0
"1016",100881,0
"1017",149750,0
"1018",134810,0
"1019",126449,0
"1020",106490,0
"1021",117622,0
"1022",144176,0
"1023",142207,0
"1024",107495,0
"1025",112475,0
"1026",147755,0
"1027",114440,0
"1028",132781,0
"1029",124045,0
"1030",116180,0
"1031",133686,0
"1032",121233,0
"1033",137225,0
"1034",112760,0
"1035",147386,0
"1036",112617,0
"1037",147430,0
"1038",128783,0
"1039",137384,0
"1040",130669,0
"1041",114154,0
"1042",117574,0
"1043",137287,0
"1044",120663,0
"1045",106763,0
"1046",107521,0
"1047",110401,0
"1048",132313,0
"1049",147192,0
"1050",130240,0
"1051",118821,0
"1052",130321,0
"1053",138199,0
"1054",117208,0
"1055",113667,0
"1056",137461,0
"1057",106925,0
"1058",119065,0
"1059",111391,0
"1060",136413,0
"1061",141004,0
"1062",136361,0
"1063",129930,0
"1064",126130,0
"1065",125950,0
"1066",112735,0
"1067",109010,0
"1068",107501,0
"1069",135778,0
"1070",100203,0
"1071",109795,0
"1072",128139,0
"1073",114795,0
"1074",132187,0
"1075",139433,0
"1076",134252,0
"1077",130034,1
"1078",118941,0
"1079",119102,0
"1080",145467,0
"1081",117029,0
"1082",147068,0
"1083",131457,0
"1084",118467,0
"1085",121126,0
"1086",122341,0
"1087",131272,0
"1088",149626,0
"1089",135440,1
"1090",149595,0
"1091",121255,0
"1092",128984,0
"1093",121263,0
"1094",145191,0
"1095",117114,0
"1096",128119,0
"1097",141926,0
"1098",149252,0
"1099",131394,0
"1100",130139,0
"1101",141175,0
"1102",126253,0
"1103",100695,0
"1104",142656,0
"1105",123432,0
"1106",123626,0
"1107",131090,0
"1108",122018,0
"1109",131676,0
"1110",117345,0
"1111",142189,0
"1112",148317,0
"1113",125735,0
"1114",102254,0
"1115",100016,0
"1116",107828,0
"1117",145505,0
"1118",107341,0
"1119",123322,0
"1120",114271,0
"1121",103994,0
"1122",143189,0
"1123",135982,0
"1124",141743,0
"1125",102759,1
"1126",110814,0
"1127",119678,0
"1128",143023,0
"1129",132991,0
"1130",138549,0
"1131",113285,0
"1132",124895,0
"1133",148369,0
"1134",145094,0
"1135",109329,0
"1136",100196,0
"1137",132190,0
"1138",124050,0
"1139",108043,0
"1140",145847,0
"1141",141526,0
"1142",134163,0
"1143",101902,0
"1144",127749,0
"1145",139873,0
"1146",120857,0
"1147",148366,0
"1148",130436,0
"1149",103865,0
"1150",145804,0
"1151",134603,0
"1152",130083,0
"1153",131025,0
"1154",113393,0
"1155",110342,0
"1156",119917,0
"1157",116267,0
"1158",113043,0
"1159",120726,0
"1160",100068,0
"1161",130673,0
"1162",108000,0
"1163",120331,0
"1164",101555,0
"1165",142348,0
"1166",137115,0
"1167",100650,0
"1168",107741,0
"1169",133697,0
"1170",147511,0
"1171",119219,0
"1172",118693,0
"1173",128421,0
"1174",124423,0
"1175",127533,0
"1176",134011,0
"1177",122494,0
"1178",108854,0
"1179",134804,0
"1180",128189,0
"1181",143747,0
"1182",139160,0
"1183",104408,0
"1184",141919,0
"1185",134511,0
"1186",108727,0
"1187",101092,0
"1188",131485,0
"1189",114647,0
"1190",132837,0
"1191",111994,0
"1192",115138,0
"1193",104732,0
"1194",107918,0
"1195",130166,0
"1196",139638,0
"1197",147339,0
"1198",147172,0
"1199",118626,0
"1200",134313,0
"1201",117599,0
"1202",120297,0
"1203",133014,0
"1204",134196,0
"1205",117027,0
"1206",102450,0
"1207",142946,0
"1208",146584,0
"1209",123674,0
"1210",137215,0
"1211",101221,0
"1212",140231,0
"1213",128617,0
"1214",107529,0
"1215",135431,0
"1216",129763,0
"1217",106408,0
"1218",140642,0
"1219",109753,0
"1220",114430,0
"1221",125912,0
"1222",117894,0
"1223",115829,0
"1224",106428,0
"1225",106593,0
"1226",119091,0
"1227",124366,0
"1228",147313,0
"1229",142751,0
"1230",136061,0
"1231",147236,0
"1232",110920,0
"1233",103956,0
"1234",106771,0
"1235",106020,0
"1236",126794,0
"1237",141325,0
"1238",141328,0
"1239",100686,0
"1240",127482,0
"1241",129743,0
"1242",137026,0
"1243",100681,0
"1244",149596,0
"1245",137247,0
"1246",132611,0
"1247",114875,0
"1248",103238,0
"1249",137887,0
"1250",104548,0
"1251",113449,0
"1252",124020,0
"1253",146507,0
"1254",131219,0
"1255",114049,0
"1256",121844,0
"1257",122105,0
"1258",146668,0
"1259",110726,0
"1260",112367,0
"1261",141410,0
"1262",131255,0
"1263",145991,0
"1264",110298,0
"1265",123446,0
"1266",123121,0
"1267",139367,0
"1268",144349,0
"1269",103761,0
"1270",131239,0
"1271",128538,1
"1272",103904,0
"1273",111809,0
"1274",121112,0
"1275",123743,0
"1276",105139,0
"1277",131941,0
"1278",139991,0
"1279",104905,0
"1280",107735,0
"1281",111605,0
"1282",106491,0
"1283",144650,0
"1284",146926,0
"1285",126132,0
"1286",125198,0
"1287",111720,0
"1288",122524,0
"1289",125679,0
"1290",122355,0
"1291",140296,0
"1292",145863,0
"1293",122200,0
"1294",102792,0
"1295",140512,0
"1296",105346,0
"1297",141936,0
"1298",117971,0
"1299",126109,0
"1300",135527,0
"1301",139111,0
"1302",140742,0
"1303",110852,0
"1304",138623,0
"1305",100174,0
"1306",140171,0
"1307",144134,0
"1308",108203,0
"1309",148281,0
"1310",149686,0
"1311",101967,0
"1312",149721,0
"1313",112503,0
"1314",108704,0
"1315",122325,0
"1316",118826,0
"1317",129831,0
"1318",122179,0
"1319",149550,0
"1320",120486,0
"1321",117351,0
"1322",102032,0
"1323",121140,0
"1324",104301,0
"1325",103756,0
"1326",130881,0
"1327",147909,0
"1328",112001,0
"1329",139918,0
"1330",117410,0
"1331",147646,0
"1332",133895,0
"1333",102588,0
"1334",130414,0
"1335",124421,0
"1336",132355,0
"1337",113429,0
"1338",131821,0
"1339",140697,0
"1340",127670,0
"1341",106868,0
"1342",136553,0
"1343",117721,0
"1344",136110,0
"1345",140405,0
"1346",149641,0
"1347",146822,0
"1348",131409,0
"1349",105456,0
"1350",122160,0
"1351",108639,0
"1352",116912,0
"1353",113272,0
"1354",129381,0
"1355",146676,0
"1356",140121,0
"1357",136671,0
"1358",126225,0
"1359",105522,0
"1360",106266,0
"1361",112831,0
"1362",115868,0
"1363",107398,0
"1364",149874,0
"1365",104491,0
"1366",120642,0
"1367",124217,0
"1368",138353,0
"1369",145151,0
"1370",132626,0
"1371",142471,1
"1372",141439,1
"1373",148189,0
"1374",103690,0
"1375",102828,0
"1376",146763,0
"1377",122944,0
"1378",126742,0
"1379",137672,0
"1380",126122,0
"1381",142168,0
"1382",144656,0
"1383",127004,0
"1384",142534,0
"1385",136420,0
"1386",104849,0
"1387",102927,0
"1388",128411,0
"1389",111033,0
"1390",126473,0
"1391",102040,0
"1392",123708,0
"1393",113050,0
"1394",143187,0
"1395",136909,0
"1396",135588,0
"1397",101256,0
"1398",132758,0
"1399",112270,0
"1400",143101,0
"1401",115542,0
"1402",129110,0
"1403",109521,0
"1404",133245,0
"1405",144437,0
"1406",119935,0
"1407",126501,0
"1408",143849,0
"1409",113251,0
"1410",112393,0
"1411",114873,0
"1412",103454,0
"1413",117032,0
"1414",141299,0
"1415",110790,0
"1416",118240,0
"1417",139965,0
"1418",140519,0
"1419",139589,0
"1420",100682,0
"1421",116298,0
"1422",136040,0
"1423",100507,0
"1424",129952,0
"1425",141934,0
"1426",111730,0
"1427",105534,0
"1428",147846,0
"1429",129471,0
"1430",110527,0
"1431",121008,1
"1432",138120,0
"1433",127701,0
"1434",114008,0
"1435",128309,0
"1436",138734,0
"1437",130418,0
"1438",117133,0
"1439",117967,0
"1440",104691,0
"1441",128745,0
"1442",109118,0
"1443",110722,0
"1444",143013,0
"1445",136071,0
"1446",121815,0
"1447",121045,0
"1448",126301,0
"1449",141767,0
"1450",130848,0
"1451",132488,0
"1452",111392,0
"1453",119820,0
"1454",142483,0
"1455",107733,0
"1456",126356,0
"1457",141345,0
"1458",133134,0
"1459",132398,0
"1460",144465,0
"1461",140979,0
"1462",131628,0
"1463",134734,0
"1464",142675,0
"1465",127501,1
"1466",117569,0
"1467",122626,0
"1468",108838,0
"1469",112836,0
"1470",138690,0
"1471",118694,0
"1472",136694,0
"1473",139563,0
"1474",145891,0
"1475",117422,0
"1476",111107,0
"1477",120709,0
"1478",134126,0
"1479",143269,0
"1480",143240,0
"1481",112250,0
"1482",128141,0
"1483",143845,0
"1484",144719,0
"1485",144740,0
"1486",134739,0
"1487",101382,0
"1488",136166,0
"1489",141839,1
"1490",116045,0
"1491",129502,0
"1492",106603,0
"1493",130853,0
"1494",119532,0
"1495",143261,0
"1496",139770,0
"1497",143359,0
"1498",124916,0
"1499",137147,0
"1500",115541,0
"1501",129627,0
"1502",137918,0
"1503",137519,0
"1504",124831,0
"1505",132054,0
"1506",136054,0
"1507",144072,0
"1508",129570,0
"1509",125877,0
"1510",118588,0
"1511",128104,0
"1512",131280,0
"1513",120550,0
"1514",143370,0
"1515",134386,0
"1516",133438,0
"1517",101786,1
"1518",104909,0
"1519",107550,0
"1520",117338,0
"1521",117952,0
"1522",133209,0
"1523",117536,1
"1524",114839,0
"1525",125668,0
"1526",103139,0
"1527",136840,0
"1528",128968,0
"1529",138243,0
"1530",124647,0
"1531",128899,0
"1532",148904,0
"1533",129386,0
"1534",131714,0
"1535",133262,0
"1536",130016,0
"1537",133627,0
"1538",101152,0
"1539",149397,0
"1540",123694,0
"1541",149614,0
"1542",112944,0
"1543",146430,0
"1544",147900,0
"1545",114153,0
"1546",148758,0
"1547",136825,0
"1548",110009,0
"1549",119902,0
"1550",133778,0
"1551",135024,0
"1552",102737,0
"1553",105458,0
"1554",108120,0
"1555",115788,0
"1556",137418,0
"1557",138104,0
"1558",139197,0
"1559",103302,0
"1560",110331,0
"1561",115790,0
"1562",142907,0
"1563",113274,0
"1564",127956,0
"1565",129153,0
"1566",125169,0
"1567",101535,0
"1568",145977,0
"1569",106505,0
"1570",135553,0
"1571",115792,0
"1572",131909,0
"1573",142855,0
"1574",122196,0
"1575",127965,0
"1576",133593,0
"1577",117768,0
"1578",124033,0
"1579",101542,0
"1580",120790,0
"1581",125263,0
"1582",141481,0
"1583",106414,0
"1584",126951,0
"1585",121520,0
"1586",128614,0
"1587",115460,0
"1588",107129,0
"1589",149243,0
"1590",120607,0
"1591",125345,0
"1592",134102,0
"1593",147763,0
"1594",111980,0
"1595",130597,0
"1596",138215,0
"1597",146583,0
"1598",126353,0
"1599",120992,0
"1600",109198,0
"1601",143084,0
"1602",109113,0
"1603",100577,0
"1604",105001,0
"1605",133308,0
"1606",129140,0
"1607",147026,0
"1608",116988,0
"1609",109992,0
"1610",120296,0
"1611",138070,0
"1612",144075,0
"1613",143251,0
"1614",125235,0
"1615",124639,0
"1616",136644,0
"1617",145793,0
"1618",100019,0
"1619",129569,0
"1620",135689,0
"1621",120516,0
"1622",112498,0
"1623",131515,0
"1624",101195,0
"1625",143128,0
"1626",120533,0
"1627",106782,0
"1628",114724,0
"1629",119175,0
"1630",145697,0
"1631",116297,0
"1632",142127,0
"1633",127716,0
"1634",107319,0
"1635",130692,0
"1636",144153,0
"1637",124892,0
"1638",114137,0
"1639",114071,0
"1640",117833,0
"1641",135894,0
"1642",102351,0
"1643",114655,0
"1644",121020,0
"1645",103224,0
"1646",119464,0
"1647",101086,0
"1648",134419,0
"1649",121774,0
"1650",100763,0
"1651",103651,0
"1652",143482,0
"1653",148798,0
"1654",120409,0
"1655",124566,0
"1656",129667,0
"1657",147156,0
"1658",111959,0
"1659",110544,0
"1660",102423,0
"1661",105089,0
"1662",108726,0
"1663",112254,0
