"order_item_id","return"
601,0
602,0
603,1
604,1
605,1
606,0
607,1
608,1
609,1
610,0
611,0
612,1
613,1
614,0
615,0
616,0
617,1
618,0
619,0
620,1
621,0
622,1
623,1
624,0
625,0
626,0
627,0
628,1
629,0
630,1
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,1
639,1
640,0
641,1
642,1
643,0
644,1
645,1
646,1
647,1
648,1
649,0
650,0
651,1
652,1
653,1
654,0
655,1
656,0
657,0
658,1
659,1
660,1
661,0
662,0
663,1
664,0
665,0
666,0
667,0
668,0
669,0
670,1
671,1
672,0
673,1
674,0
675,0
676,1
677,0
678,1
679,1
680,1
681,1
682,1
683,0
684,1
685,1
686,1
687,0
688,1
689,0
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,1
698,1
699,1
700,1
701,0
702,0
703,1
704,1
705,1
706,1
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,1
728,1
729,0
730,1
731,1
732,1
733,0
734,1
735,0
736,1
737,1
738,1
739,0
740,1
741,1
742,0
743,1
744,1
745,1
746,0
747,0
748,0
749,1
750,0
751,1
752,0
753,0
754,1
755,0
756,0
757,1
758,1
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,0
768,1
769,0
770,0
771,1
772,1
773,0
774,1
775,0
776,0
777,1
778,1
779,0
780,0
781,0
782,0
783,1
784,0
785,0
786,1
787,1
788,0
789,1
790,1
791,1
792,0
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,1
801,1
802,1
803,1
804,0
805,0
806,1
807,0
808,1
809,0
810,1
811,0
812,0
813,0
814,0
815,1
816,0
817,1
818,0
819,1
820,1
821,1
822,1
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,0
834,1
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,1
843,1
844,0
845,0
846,1
847,1
848,1
849,0
850,0
851,0
852,1
853,0
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,0
862,0
863,1
864,1
865,0
866,1
867,0
868,0
869,0
870,1
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,1
879,0
880,1
881,1
882,0
883,0
884,1
885,0
886,0
887,0
888,1
889,1
890,1
891,1
892,1
893,0
894,0
895,0
896,1
897,0
898,1
899,0
900,0
901,1
902,1
903,1
904,1
905,0
906,0
907,0
908,0
909,0
910,1
911,1
912,1
913,1
914,1
915,0
916,0
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,0
926,0
927,0
928,1
929,1
930,0
931,1
932,1
933,0
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,0
942,1
943,0
944,1
945,1
946,1
947,1
948,1
949,0
950,0
951,0
952,1
953,1
954,1
955,1
956,0
957,1
958,1
959,1
960,0
961,1
962,0
963,1
964,1
965,1
966,1
967,0
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,1
977,1
978,1
979,1
980,0
981,1
982,1
983,0
984,1
985,0
986,1
987,0
988,0
989,0
990,0
991,1
992,0
993,0
994,0
995,0
996,1
997,0
998,0
999,1
1000,0
1001,0
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,0
1011,1
1012,0
1013,0
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,1
1024,0
1025,0
1026,1
1027,0
1028,0
1029,1
1030,0
1031,0
1032,1
1033,1
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,0
1041,1
1042,0
1043,0
1044,1
1045,1
1046,1
1047,0
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,1
1055,0
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,0
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,1
1089,0
1090,1
1091,1
1092,1
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,1
1122,1
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,0
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,0
1174,1
1175,1
1176,0
1177,1
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,1
1206,1
1207,0
1208,0
1209,0
1210,0
1211,1
1212,0
1213,0
1214,1
1215,0
1216,0
1217,1
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,0
1227,0
1228,1
1229,1
1230,1
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,0
1261,0
1262,0
1263,1
1264,0
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,0
1275,1
1276,1
1277,0
1278,0
1279,1
1280,1
1281,0
1282,1
1283,0
1284,1
1285,1
1286,0
1287,0
1288,0
1289,0
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,1
1299,0
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,1
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,1
1339,1
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,1
1351,1
1352,0
1353,1
1354,1
1355,0
1356,1
1357,1
1358,1
1359,1
1360,0
1361,1
1362,1
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,1
1371,0
1372,1
1373,0
1374,0
1375,0
1376,0
1377,0
1378,1
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,0
1391,1
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,1
1416,1
1417,1
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,0
1426,0
1427,1
1428,0
1429,1
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,1
1450,1
1451,0
1452,0
1453,1
1454,0
1455,1
1456,1
1457,0
1458,0
1459,1
1460,1
1461,0
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,0
1469,1
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,1
1482,1
1483,0
1484,1
1485,0
1486,0
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,1
1495,1
1496,1
1497,0
1498,0
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,0
1508,0
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,1
1519,0
1520,0
1521,0
1522,0
1523,1
1524,1
1525,0
1526,0
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,0
1537,1
1538,1
1539,0
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,0
1549,0
1550,0
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,0
1558,0
1559,0
1560,1
1561,0
1562,1
1563,1
1564,1
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,0
1572,0
1573,1
1574,0
1575,1
1576,1
1577,0
1578,0
1579,1
1580,1
1581,0
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,0
1589,1
1590,0
1591,0
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1603,1
1604,1
1605,0
1606,0
1607,1
1608,1
1609,1
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,0
1617,1
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,0
1627,0
1628,1
1629,1
1630,0
1631,0
1632,0
1633,1
1634,1
1635,1
1636,1
1637,0
1638,0
1639,0
1640,0
1641,1
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,1
1653,0
1654,1
1655,1
1656,0
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,1
1664,1
1665,1
1666,0
1667,1
1668,1
1669,0
1670,1
1671,0
1672,1
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,0
1682,1
1683,0
1684,0
1685,0
1686,1
1687,0
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,1
1701,0
1702,1
1703,1
1704,0
1705,1
1706,1
1707,1
1708,0
1709,1
1710,1
1711,0
1712,1
1713,0
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,0
1730,0
1731,1
1732,1
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,1
1757,1
1758,0
1759,0
1760,1
1761,0
1762,1
1763,0
1764,1
1765,0
1766,1
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,1
1785,1
1786,0
1787,1
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,1
1795,1
1796,1
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,1
1804,1
1805,0
1806,1
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,0
1816,0
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,0
1832,1
1833,0
1834,1
1835,1
1836,0
1837,1
1838,0
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,0
1859,0
1860,0
1861,1
1862,1
1863,1
1864,0
1865,1
1866,1
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,1
1891,0
1892,1
1893,0
1894,1
1895,0
1896,1
1897,1
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,0
1908,0
1909,0
1910,1
1911,0
1912,0
1913,1
1914,0
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,1
1940,1
1941,0
1942,0
1943,1
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,0
1952,0
1953,1
1954,1
1955,0
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,0
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,1
1994,0
1995,0
1996,1
1997,0
1998,1
1999,0
2000,1
2001,1
2002,1
2003,0
2004,0
2005,1
2006,1
2007,0
2008,0
2009,0
2010,1
2011,0
2012,1
2013,1
2014,1
2015,1
2016,1
2017,0
2018,0
2019,1
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,1
2033,1
2034,0
2035,1
2036,1
2037,0
2038,1
2039,1
2040,0
2041,0
2042,0
2043,1
2044,0
2045,1
2046,0
2047,0
2048,1
2049,0
2050,1
2051,0
2052,0
2053,0
2054,0
2055,1
2056,1
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,0
2064,0
2065,1
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,0
2073,1
2074,0
2075,1
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,1
2083,0
2084,1
2085,0
2086,0
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,1
2095,0
2096,0
2097,1
2098,1
2099,0
2100,1
2101,1
2102,0
2103,0
2104,1
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,1
2114,1
2115,0
2116,1
2117,1
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,0
2130,0
2131,0
2132,1
2133,1
2134,0
2135,1
2136,1
2137,0
2138,1
2139,0
2140,1
2141,0
2142,0
2143,0
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,1
2152,1
2153,1
2154,0
2155,1
2156,1
2157,0
2158,1
2159,0
2160,1
2161,0
2162,0
2163,1
2164,1
2165,1
2166,0
2167,0
2168,0
2169,1
2170,1
2171,1
2172,1
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,1
2193,1
2194,1
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,1
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,1
2217,0
2218,1
2219,0
2220,1
2221,1
2222,0
2223,1
2224,0
2225,0
2226,1
2227,1
2228,0
2229,1
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,0
2242,1
2243,1
2244,0
2245,1
2246,0
2247,0
2248,1
2249,1
2250,0
2251,1
2252,0
2253,0
2254,0
2255,1
2256,0
2257,0
2258,0
2259,0
2260,0
2261,1
2262,0
2263,1
2264,1
2265,0
2266,1
2267,0
2268,1
2269,1
2270,1
2271,1
2272,0
2273,1
2274,1
2275,1
2276,0
2277,1
2278,1
2279,1
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,0
2308,1
2309,0
2310,1
2311,0
2312,1
2313,0
2314,1
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,0
2323,1
2324,0
2325,1
2326,1
2327,1
2328,0
2329,1
2330,1
2331,1
2332,1
2333,0
2334,0
2335,1
2336,1
2337,1
2338,1
2339,0
2340,1
2341,1
2342,1
2343,0
2344,1
2345,0
2346,1
2347,1
2348,0
2349,1
2350,1
2351,0
2352,0
2353,0
2354,1
2355,0
2356,1
2357,1
2358,1
2359,0
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,0
2367,0
2368,0
2369,0
2370,1
2371,1
2372,0
2373,0
2374,1
2375,0
2376,1
2377,0
2378,1
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,1
2392,1
2393,0
2394,1
2395,1
2396,0
2397,0
2398,0
2399,1
2400,1
2401,1
2402,1
2403,1
2404,0
2405,0
2406,0
2407,0
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,1
2415,0
2416,1
2417,0
2418,0
2419,0
2420,1
2421,1
2422,1
2423,0
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,0
2434,1
2435,0
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0
2443,0
2444,1
2445,0
2446,1
2447,0
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,0
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,1
2467,1
2468,0
2469,0
2470,1
2471,1
2472,0
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,1
2491,1
2492,0
2493,0
2494,1
2495,1
2496,0
2497,1
2498,1
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,0
2506,1
2507,0
2508,0
2509,1
2510,0
2511,0
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,0
2521,0
2522,0
2523,1
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,1
2532,1
2533,1
2534,0
2535,0
2536,1
2537,0
2538,1
2539,1
2540,1
2541,0
2542,1
2543,0
2544,0
2545,1
2546,1
2547,1
2548,0
2549,0
2550,1
2551,1
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,0
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,0
2571,1
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,0
2589,1
2590,0
2591,1
2592,1
2593,0
2594,1
2595,0
2596,1
2597,1
2598,0
2599,0
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,0
2609,1
2610,1
2611,0
2612,0
2613,1
2614,0
2615,1
2616,0
2617,0
2618,1
2619,1
2620,1
2621,1
2622,1
2623,0
2624,0
2625,0
2626,1
2627,1
2628,1
2629,0
2630,1
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,1
2638,0
2639,0
2640,0
2641,1
2642,1
2643,0
2644,0
2645,0
2646,1
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,0
2658,1
2659,1
2660,0
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,0
2668,0
2669,1
2670,1
2671,1
2672,0
2673,0
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,0
2688,1
2689,0
2690,1
2691,1
2692,0
2693,0
2694,1
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,1
2706,1
2707,0
2708,0
2709,1
2710,1
2711,0
2712,1
2713,1
2714,0
2715,0
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,1
2738,1
2739,0
2740,1
2741,1
2742,0
2743,0
2744,0
2745,1
2746,1
2747,1
2748,1
2749,0
2750,0
2751,1
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,1
2763,0
2764,1
2765,1
2766,0
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,1
2774,0
2775,1
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,0
2783,1
2784,0
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,1
2792,1
2793,0
2794,1
2795,1
2796,0
2797,0
2798,0
2799,1
2800,0
2801,1
2802,1
2803,1
2804,1
2805,0
2806,0
2807,0
2808,1
2809,0
2810,0
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,1
2821,1
2822,0
2823,1
2824,0
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,0
2838,1
2839,0
2840,0
2841,1
2842,0
2843,0
2844,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,0
2851,1
2852,1
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,1
2860,1
2861,0
2862,0
2863,0
2864,1
2865,1
2866,0
2867,0
2868,1
2869,0
2870,1
2871,0
2872,1
2873,0
2874,0
2875,0
2876,1
2877,0
2878,1
2879,1
2880,1
2881,1
2882,1
2883,0
2884,1
2885,0
2886,1
2887,0
2888,0
2889,1
2890,0
2891,1
2892,1
2893,0
2894,0
2895,1
2896,1
2897,1
2898,1
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,0
2906,1
2907,0
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,1
2916,1
2917,0
2918,1
2919,1
2920,1
2921,1
2922,0
2923,1
2924,0
2925,1
2926,0
2927,0
2928,1
2929,0
2930,1
2931,0
2932,0
2933,1
2934,0
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,0
2942,0
2943,1
2944,0
2945,0
2946,1
2947,1
2948,1
2949,1
2950,0
2951,1
2952,1
2953,0
2954,1
2955,1
2956,1
2957,1
2958,0
2959,0
2960,1
2961,0
2962,1
2963,1
2964,1
2965,0
2966,1
2967,1
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,0
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,0
2983,0
2984,0
2985,1
2986,0
2987,1
2988,0
2989,0
2990,1
2991,1
2992,1
2993,0
2994,0
2995,0
