"order_item_id","return"
145955,1
143331,1
117003,1
105513,1
118181,1
138176,1
109172,0
115611,0
114761,1
135547,1
144649,1
113929,0
118297,1
121130,1
134521,1
104722,1
114368,1
128138,1
110909,1
142650,1
138568,1
128354,1
107009,1
139548,1
137139,1
107728,1
148671,1
100421,1
103413,1
124969,1
116181,1
149665,0
141850,1
144920,1
101375,1
118731,1
102917,1
103171,1
106905,1
135637,1
111641,1
127300,1
116294,1
118443,1
127350,1
131213,1
105017,1
124416,1
124470,1
106504,1
124003,1
108899,1
148781,1
110431,1
113735,0
133868,0
116198,1
134910,1
146031,1
138943,0
102178,1
101345,1
141780,1
110894,1
144216,1
149127,1
134771,0
138748,1
145591,1
108988,1
121162,1
146115,1
147361,1
147391,1
108517,1
103095,1
132996,1
103133,1
116898,1
144792,0
147551,1
101016,1
100648,1
130406,1
121284,1
149368,1
143800,1
135240,1
145313,1
124481,1
139612,1
108606,1
121622,0
121376,1
134250,1
127682,0
114997,1
139409,1
121424,1
137025,1
139679,1
104417,0
137412,0
142923,1
115170,1
102352,1
131443,1
137812,1
104577,1
120892,1
105796,1
127542,1
137557,1
106006,1
103131,1
101603,1
109619,1
101425,1
147881,1
130865,1
123472,1
112452,1
149227,1
115088,1
127307,1
110981,1
122143,1
102087,1
102750,1
106795,1
115449,1
116116,1
102642,0
127911,0
115983,1
131568,1
113450,1
115803,1
131181,1
110392,1
134308,1
123355,1
133483,0
130558,1
145253,1
136978,1
113544,1
112533,1
141553,1
121343,1
137844,1
144996,1
131978,1
113535,1
130752,1
148216,0
142999,1
133745,1
124001,1
125781,1
136492,1
132863,1
141292,1
142408,1
112085,1
142991,1
115210,1
147160,0
137492,1
122288,1
148517,1
132022,1
111429,0
132223,1
124390,1
112457,1
144867,0
132878,1
110943,1
104972,1
120145,1
129495,1
105532,1
113295,1
139095,0
141637,0
136384,1
142941,1
143123,1
135369,1
111321,1
133181,1
142372,1
114113,1
137386,1
142289,0
120991,1
119353,0
134717,1
132253,1
115984,1
100428,1
121583,1
132631,0
142310,1
119430,1
114414,0
109821,1
149677,1
115793,1
104706,1
139287,1
137181,1
125698,1
134889,1
115617,1
110017,1
115786,1
110850,1
145612,1
112257,0
108522,0
112102,1
115317,0
113484,1
149983,1
106705,1
121425,1
146419,1
126398,1
111207,1
108218,1
129586,0
104917,0
126830,0
141813,1
115344,1
126204,1
123630,1
129258,1
118043,1
109759,1
101531,1
122870,1
127767,1
103344,1
107613,1
104514,1
118400,1
145210,1
121237,1
124781,1
148021,1
135996,1
100151,1
138846,0
118881,1
130455,1
125243,1
114992,1
144764,1
131249,1
119980,0
106210,1
123004,1
141362,1
139309,0
135216,0
144443,0
135580,1
103575,1
122613,1
108376,1
131879,1
143423,1
127523,1
137285,1
113261,1
104996,1
138302,0
120366,1
126596,1
104856,1
147893,1
147020,0
120940,1
144096,1
133566,1
127103,1
129914,1
102334,1
121885,1
116983,1
114332,0
129768,1
142965,1
100730,1
132375,1
109954,1
128641,1
118603,1
113623,1
141080,1
141279,1
127517,1
108622,1
137744,1
145903,1
132094,1
118036,1
118788,1
104338,1
129746,1
149671,1
107748,1
126669,1
112340,1
133578,1
110842,1
117047,1
130431,1
113332,1
103029,1
127179,1
109023,1
133825,1
138291,1
117231,0
140469,1
111031,0
119702,0
129211,1
144512,1
118809,0
113648,1
127261,1
117559,1
122659,1
110681,1
118997,1
105631,1
133740,0
105877,1
119652,1
141840,1
110243,1
118452,1
148436,1
125332,1
120517,1
137755,1
145123,1
144883,1
127293,1
137676,0
124582,1
121346,1
111793,1
128624,1
142608,1
125756,1
135046,1
133082,1
131106,1
123910,0
144675,1
129991,1
121666,1
144606,1
142532,1
138335,1
142669,1
102269,1
134446,1
129828,1
100712,1
140905,1
104989,1
115564,1
121537,1
143515,1
104660,1
106586,1
134170,1
146207,1
141173,0
119692,1
145737,1
142863,1
120094,1
148953,1
120895,1
148530,1
136966,1
145085,1
143622,1
104238,1
148410,1
113215,0
106561,1
115077,1
118774,1
128662,1
112147,1
122838,1
126381,1
142114,1
116704,1
112783,1
138672,1
111405,1
127153,1
103433,1
149589,1
146921,1
106630,1
112215,1
110412,1
131554,1
110143,1
137516,1
129472,1
107716,1
148570,1
137196,0
115226,1
143736,1
148519,1
116434,1
104971,1
127458,1
143734,1
147132,1
137453,1
141320,1
108273,1
136781,1
123510,1
141160,1
108291,1
103461,0
131241,1
117415,1
118673,1
121395,0
112669,0
131133,1
114304,1
128726,1
130495,1
100847,1
138653,1
108802,1
125138,1
135261,1
106919,1
119126,0
146878,1
120364,1
142064,1
123698,1
106261,1
135956,0
112642,1
115450,1
108409,0
108999,1
129643,1
132630,1
115374,1
118778,1
125110,1
141702,1
106934,0
136533,1
149566,1
136563,1
138425,1
134344,1
107047,1
133460,1
111224,1
132219,1
100630,1
102612,1
145140,1
120002,1
122451,0
130631,1
140978,0
107612,1
122091,1
115163,1
111479,1
111068,1
145051,1
124086,1
108767,1
149114,0
115490,1
133382,1
133054,1
100391,1
112690,1
120524,1
122327,0
134366,0
103011,1
104675,1
126809,1
111770,1
144240,1
104777,1
105255,1
106791,1
109515,0
107656,1
125249,0
107783,1
128396,1
126982,1
143545,1
113766,1
109250,0
103506,1
110716,1
136065,0
144795,1
120743,1
116222,1
136627,1
137921,0
129550,1
114246,1
123103,1
141331,1
146428,1
112905,1
103094,1
118486,1
100103,0
130634,1
113037,1
112443,1
143162,1
121997,1
105699,1
132729,1
136550,1
142881,1
103802,1
106207,1
112268,1
124624,1
129721,0
102238,1
124642,1
138264,1
134532,0
144816,1
136337,1
143661,1
107777,1
108919,1
114950,0
103927,1
100617,1
131688,1
101269,1
146061,0
108702,0
122987,1
144138,1
114343,1
105552,0
147091,1
105196,1
135419,1
125779,1
137544,1
109909,1
111664,1
118069,1
104009,1
139547,1
104999,1
143170,1
145971,0
143176,1
147007,1
123690,1
148971,1
139915,1
145166,0
112033,1
145366,1
137128,1
141600,1
114708,1
121405,1
115214,1
115254,1
103693,1
100638,1
147109,1
117160,1
108892,1
122387,1
146599,1
121117,1
148477,1
131626,1
145340,1
125973,1
116770,1
103481,1
138585,1
137106,1
125166,0
124842,1
127233,1
146167,1
129681,1
136515,1
133418,1
109225,1
107654,1
143765,0
121515,1
121695,1
113888,1
118624,1
107830,1
141768,1
114165,1
100696,1
115221,1
116237,1
129973,1
141826,1
121426,1
140299,1
118582,1
143218,1
110891,7.58612177336091e-311
113013,1
108303,1
115498,0
107944,1
112291,1
114289,1
109964,1
102890,1
109638,1
124289,1
100918,1
114866,1
122575,1
116386,1
133384,1
127942,1
105963,1
109822,0
121384,1
106576,1
139922,1
146340,1
127283,1
111120,1
109124,1
113677,1
102293,1
104347,1
109128,1
143686,1
105453,1
134030,1
138466,1
149985,1
142846,1
133372,1
147712,1
146786,1
138718,1
121527,1
133954,1
114928,1
102349,0
130364,1
129882,1
108226,1
139684,0
146637,0
140679,1
125731,0
103423,1
133656,1
145744,1
146799,0
106396,0
119901,1
149445,1
110632,0
142975,1
114011,0
148753,0
141973,1
147031,1
127015,1
141440,1
138217,1
143473,1
127623,1
135548,1
105224,1
139996,1
128476,1
141084,1
148704,1
115687,1
102909,1
142502,1
106021,1
115882,1
100622,1
129766,1
111376,1
108478,1
139075,1
145426,1
112412,1
142205,1
124462,0
105687,1
115993,1
100351,1
129090,1
118557,1
123105,1
113788,1
107017,1
100490,1
126533,1
126000,1
113837,1
147843,1
107139,0
130815,0
138319,1
101311,1
110292,1
102717,1
147039,1
106464,1
128609,1
143096,1
114317,1
102699,1
107463,1
149170,1
147824,1
134028,0
142294,0
134345,1
103356,0
102556,1
127758,1
110623,1
124375,1
145179,1
142220,1
148731,1
143365,1
143639,0
104276,1
104192,0
109853,1
128680,1
118374,1
138323,1
128818,1
101171,1
103949,1
109561,1
124127,1
125233,1
140692,1
109501,1
133818,1
135733,1
127722,1
122326,1
100717,1
100881,1
149750,1
134810,1
126449,0
106490,1
117622,1
144176,1
142207,1
107495,1
112475,1
147755,1
114440,1
132781,1
124045,1
116180,1
133686,0
121233,1
137225,1
112760,1
147386,1
112617,1
147430,1
128783,1
137384,1
130669,1
114154,1
117574,1
137287,1
120663,1
106763,1
107521,1
110401,1
132313,1
147192,1
130240,1
118821,0
130321,0
138199,1
117208,1
113667,0
137461,1
106925,1
119065,1
111391,1
136413,1
141004,1
136361,1
129930,1
126130,1
125950,1
112735,1
109010,1
107501,1
135778,1
100203,1
109795,1
128139,1
114795,1
132187,1
139433,1
134252,1
130034,1
118941,1
119102,1
145467,1
117029,1
147068,1
131457,1
118467,1
121126,1
122341,1
131272,1
149626,1
135440,1
149595,1
121255,1
128984,1
121263,1
145191,1
117114,1
128119,1
141926,1
149252,1
131394,1
130139,1
141175,1
126253,1
100695,1
142656,1
123432,1
123626,1
131090,1
122018,1
131676,1
117345,1
142189,1
148317,1
125735,1
102254,1
100016,0
107828,1
145505,1
107341,1
123322,1
114271,1
103994,1
143189,1
135982,1
141743,1
102759,1
110814,1
119678,1
143023,1
132991,1
138549,0
113285,1
124895,1
148369,1
145094,1
109329,1
100196,1
132190,1
124050,1
108043,1
145847,1
141526,0
134163,1
101902,1
127749,1
139873,1
120857,1
148366,1
130436,1
103865,1
145804,1
134603,1
130083,1
131025,1
113393,1
110342,1
119917,1
116267,1
113043,1
120726,1
100068,1
130673,1
108000,0
120331,0
101555,1
142348,1
137115,1
100650,1
107741,1
133697,1
147511,1
119219,1
118693,1
128421,1
124423,1
127533,1
134011,1
122494,1
108854,1
134804,1
128189,1
143747,1
139160,1
104408,1
141919,1
134511,1
108727,1
101092,1
131485,1
114647,1
132837,1
111994,1
115138,1
104732,1
107918,1
130166,1
139638,1
147339,1
147172,1
118626,0
134313,1
117599,1
120297,1
133014,1
134196,1
117027,1
102450,1
142946,1
146584,1
123674,1
137215,1
101221,1
140231,0
128617,1
107529,1
135431,1
129763,1
106408,1
140642,1
109753,1
114430,1
125912,1
117894,1
115829,0
106428,1
106593,1
119091,0
124366,1
147313,1
142751,1
136061,1
147236,0
110920,5.30132437987658e-321
103956,1
106771,1
106020,1
126794,1
141325,1
141328,1
100686,1
127482,1
129743,1
137026,1
100681,1
149596,1
137247,1
132611,1
114875,1
103238,1
137887,1
104548,1
113449,1
124020,1
146507,1
131219,1
114049,1
121844,1
122105,1
146668,0
110726,1
112367,1
141410,1
131255,1
145991,1
110298,1
123446,1
123121,1
139367,1
144349,1
103761,1
131239,1
128538,1
103904,1
111809,1
121112,1
123743,1
105139,0
131941,1
139991,1
104905,1
107735,1
111605,1
106491,1
144650,1
146926,1
126132,1
125198,1
111720,1
122524,1
125679,1
122355,1
140296,1
145863,1
122200,1
102792,0
140512,1
105346,0
141936,0
117971,1
126109,1
135527,1
139111,1
140742,1
110852,1
138623,1
100174,1
140171,1
144134,1
108203,1
148281,1
149686,1
101967,1
149721,1
112503,1
108704,1
122325,1
118826,1
129831,1
122179,1
149550,1
120486,1
117351,0
102032,1
121140,1
104301,1
103756,1
130881,1
147909,1
112001,1
139918,1
117410,1
147646,1
133895,1
102588,0
130414,1
124421,0
132355,1
113429,1
131821,1
140697,1
127670,1
106868,1
136553,1
117721,1
136110,1
140405,1
149641,1
146822,1
131409,1
105456,1
122160,1
108639,1
116912,1
113272,1
129381,0
146676,1
140121,1
136671,1
126225,1
105522,1
106266,1
112831,1
115868,1
107398,1
149874,0
104491,1
120642,1
124217,1
138353,1
145151,1
132626,1
142471,1
141439,1
148189,1
103690,1
102828,1
146763,1
122944,0
126742,1
137672,1
126122,1
142168,1
144656,0
127004,1
142534,1
136420,1
104849,1
102927,1
128411,1
111033,1
126473,1
102040,1
123708,1
113050,1
143187,1
136909,0
135588,1
101256,1
132758,1
112270,1
143101,0
115542,0
129110,1
109521,1
133245,1
144437,1
119935,1
126501,1
143849,1
113251,1
112393,1
114873,1
103454,1
117032,1
141299,1
110790,1
118240,1
139965,1
140519,1
139589,1
100682,1
116298,1
136040,1
100507,1
129952,1
141934,1
111730,0
105534,1
147846,1
129471,1
110527,1
121008,1
138120,0
127701,1
114008,1
128309,1
138734,1
130418,1
117133,0
117967,1
104691,1
128745,1
109118,1
110722,1
143013,1
136071,1
121815,1
121045,0
126301,1
141767,1
130848,1
132488,1
111392,1
119820,1
142483,1
107733,1
126356,1
141345,1
133134,1
132398,1
144465,1
140979,1
131628,1
134734,1
142675,1
127501,1
117569,1
122626,1
108838,0
112836,1
138690,1
118694,1
136694,1
139563,1
145891,1
117422,1
111107,1
120709,1
134126,1
143269,0
143240,1
112250,1
128141,1
143845,1
144719,1
144740,1
134739,1
101382,1
136166,1
141839,1
116045,1
129502,1
106603,0
130853,1
119532,1
143261,1
139770,1
143359,1
124916,1
137147,1
115541,1
129627,1
137918,1
137519,1
124831,1
132054,1
136054,1
144072,1
129570,1
125877,0
118588,1
128104,1
131280,1
120550,1
143370,1
134386,1
133438,1
101786,1
104909,1
107550,1
117338,1
117952,1
133209,1
117536,1
114839,1
125668,1
103139,1
136840,1
128968,1
138243,1
124647,1
128899,1
148904,0
129386,1
131714,1
133262,1
130016,1
133627,1
101152,1
149397,1
123694,1
149614,1
112944,0
146430,1
147900,1
114153,1
148758,1
136825,1
110009,1
119902,1
133778,1
135024,1
102737,1
105458,1
108120,1
115788,1
137418,0
138104,0
139197,0
103302,0
110331,1
115790,1
142907,1
113274,1
127956,1
129153,1
125169,1
101535,0
145977,0
106505,1
135553,1
115792,1
131909,1
142855,0
122196,1
127965,1
133593,1
117768,1
124033,1
101542,1
120790,1
125263,1
141481,0
106414,1
126951,1
121520,1
128614,1
115460,1
107129,1
149243,1
120607,1
125345,1
134102,1
147763,0
111980,1
130597,1
138215,1
146583,1
126353,1
120992,1
109198,1
143084,0
109113,1
100577,1
105001,1
133308,1
129140,1
147026,1
116988,1
109992,1
120296,1
138070,1
144075,1
143251,1
125235,0
124639,1
136644,1
145793,1
100019,1
129569,1
135689,0
120516,1
112498,1
131515,1
101195,1
143128,1
120533,1
106782,1
114724,1
119175,1
145697,1
116297,1
142127,1
127716,1
107319,1
130692,1
144153,1
124892,1
114137,1
114071,1
117833,1
135894,1
102351,1
114655,0
121020,0
103224,1
119464,1
101086,1
134419,1
121774,0
100763,1
103651,1
143482,1
148798,1
120409,1
124566,1
129667,1
147156,1
111959,1
110544,1
102423,1
105089,0
108726,1
112254,1
120568,1
145889,1
128428,1
104345,0
138730,1
110962,1
115514,1
131693,1
140811,1
133016,1
102841,1
136661,1
118498,1
109180,1
120360,1
144436,1
121052,1
124354,1
120275,1
120522,1
136340,1
112887,1
138349,1
119757,0
142407,1
117848,1
119585,1
111127,1
127597,1
133796,1
134129,1
131960,1
111410,1
113990,1
102576,1
128840,1
107497,1
100448,1
120998,1
149716,1
110606,1
139458,1
109410,1
120935,1
102914,1
104220,1
147466,1
112543,1
125700,1
100464,1
132771,1
108860,1
147346,1
125678,1
116406,1
131388,1
142533,1
117185,1
108169,0
120518,1
122287,1
142763,1
143060,1
113696,0
149695,1
136458,1
149872,1
118425,1
141350,1
105844,1
125128,1
109590,1
129666,1
131658,1
127311,1
131007,1
135103,1
114814,0
148632,1
132121,1
147987,1
127958,1
123862,1
132333,1
106970,1
119486,1
106995,1
138650,1
101050,1
109315,1
105580,1
130229,1
142652,1
101707,1
148263,1
132978,1
105828,1
112828,1
141090,1
123416,1
102700,0
143594,1
144558,0
102018,1
130286,1
138544,1
108079,1
119798,0
131361,1
134781,1
105363,1
114025,1
101952,1
149971,1
144152,1
129702,1
132575,1
131721,1
133458,1
128952,1
137434,1
141656,1
104704,1
121203,1
142985,1
104227,1
105120,1
103785,1
133375,1
131948,1
146495,1
136317,1
148869,0
143381,1
120601,1
136579,1
109693,1
145995,1
148025,1
120690,1
114166,1
102051,1
108903,1
142552,1
139432,1
124669,1
110203,1
138354,1
115916,1
100788,1
139755,1
114689,0
117046,1
148028,1
108506,1
101292,1
129364,1
102603,1
147937,1
110142,1
142167,1
105083,1
107007,1
107098,1
122064,1
102207,1
126068,1
121478,1
105916,1
146499,1
122734,1
105060,1
106198,0
114542,1
132199,1
116522,1
103253,1
123588,0
139213,1
143580,1
147304,1
118474,0
127282,1
129304,1
131398,1
104530,1
100572,1
127245,0
108427,1
113210,1
133011,1
130218,1
107115,1
122395,1
133998,1
127617,1
101228,1
117167,1
106161,1
119310,1
107405,1
122151,1
144519,1
140818,1
120110,0
138723,1
120079,1
100412,1
109712,1
108742,1
123228,1
138322,1
104385,1
124093,1
146357,1
149118,1
140856,1
126289,1
143337,1
121644,0
127296,1
112347,0
147723,1
134135,1
112418,1
122209,1
104667,1
100117,0
100113,1
146620,1
113539,1
137457,1
132644,1
129566,1
131039,0
140595,1
111598,1
140793,1
139365,1
131739,1
122904,1
119421,1
145791,1
114436,1
117856,1
122831,1
126583,1
138802,1
128398,1
147443,1
105508,0
116123,1
145929,0
107861,0
101870,1
145622,0
115981,1
148059,1
105873,1
130610,1
116177,0
128482,1
125231,1
128408,1
146751,1
115941,1
104203,1
121610,1
108757,1
144677,1
103837,0
145181,0
146440,0
103147,1
148063,0
118066,0
105268,1
107586,1
149892,0
142104,1
122803,1
140621,1
119236,0
134836,1
124187,1
130900,1
107217,1
130559,1
111015,1
138547,1
110104,1
119476,1
127755,1
127810,1
132634,1
125919,1
137660,1
141260,1
120801,1
119084,1
135232,1
116918,1
131802,1
119555,1
140567,1
112854,1
118160,1
134906,1
128115,1
108909,1
134041,1
111992,1
107525,1
104984,1
140674,1
106855,1
139259,1
127144,1
116865,0
147146,1
102901,1
127619,1
142696,1
110153,1
104390,1
127783,1
135570,0
147862,1
108748,1
106537,1
132497,1
138971,1
113827,1
133612,1
141687,0
120877,1
148000,1
113085,1
102910,1
115930,1
143837,1
111924,1
124333,0
147555,1
146040,0
144460,1
122886,1
107450,1
134304,1
138143,0
107673,1
149229,1
131915,1
111798,1
106544,1
126329,1
128302,1
142404,1
130585,1
146331,1
122810,1
100177,1
108431,1
106348,1
135593,1
110577,0
135521,1
136738,0
128131,1
121930,1
107496,1
102513,1
147290,1
149415,1
105122,1
100422,1
122450,1
122712,1
141595,1
110615,0
139080,0
126896,1
149157,1
148573,1
132388,1
127359,1
148649,1
143601,1
101479,1
137088,1
121085,1
111566,1
115172,1
105829,0
120479,1
141007,1
108002,1
114042,0
127696,1
147392,1
105514,1
141740,1
132640,1
145246,1
109544,1
149553,1
133620,1
104386,1
105154,1
113850,1
127655,1
105915,1
131829,1
100848,1
117326,1
123268,1
107920,1
102829,1
147777,1
143346,1
134776,1
116899,1
105480,1
127536,1
141893,1
117635,1
131529,1
136491,1
128946,1
101797,1
112247,1
141941,1
130221,1
107464,1
109290,1
116857,1
125960,1
118294,1
104964,1
121151,1
123882,0
113979,1
141608,1
118896,1
140453,0
114786,1
106273,1
129632,1
119725,1
100978,1
116279,1
130725,1
107786,1
141012,1
128710,1
135252,1
144508,1
110860,1
119448,1
127115,1
149753,1
126023,1
143643,1
144179,1
135540,1
128642,1
120724,1
107544,1
142173,1
129189,1
113330,1
121025,0
102375,1
137594,1
103832,1
137058,1
139027,1
114899,1
121370,1
137382,0
104375,1
147318,1
149729,1
115220,1
104852,1
148511,1
143102,1
140794,1
101289,1
146422,1
106009,1
111740,1
117546,1
106205,1
119474,1
136328,1
137824,1
129839,1
112401,1
143965,1
105018,1
104692,1
128199,1
126079,1
149954,1
107479,1
106983,1
126160,1
145813,1
149133,1
113711,1
132755,1
121874,1
134710,1
114598,1
121746,0
125659,1
102230,1
116853,1
137141,1
125070,1
117451,1
128896,1
137679,1
103664,1
136657,1
117435,1
136358,1
135462,1
129163,1
110010,1
147620,1
104085,1
112737,1
142319,1
100725,1
112915,1
138837,0
103907,1
114157,1
120313,0
121607,1
117531,1
140122,1
125373,1
140066,1
111279,1
115078,1
110407,1
148592,1
137878,1
105233,1
140937,1
142142,1
107264,1
107898,1
110436,1
105429,1
107132,1
104206,1
107924,0
130464,1
118905,1
141683,1
110322,1
115725,1
139649,1
126292,1
102766,0
126367,1
118019,1
107693,1
102110,1
104543,1
107500,1
127665,1
118432,1
143011,1
146859,1
124426,1
102517,1
143239,1
119061,1
117750,1
136446,1
131197,0
149108,1
144999,1
138798,1
121280,1
116851,1
112403,0
112345,1
117054,1
113000,1
136647,1
116428,1
142901,1
106739,1
133395,1
122261,1
131876,1
134037,1
130248,1
143632,1
103501,1
136568,1
148326,1
114612,1
108859,1
134027,1
105231,1
125027,1
118118,1
110227,1
120635,0
107363,1
110437,1
121707,1
119806,0
147720,0
148108,1
111646,1
127106,1
125046,1
136483,1
115492,1
109675,1
135358,1
132067,1
140560,1
111093,1
120344,1
139064,1
135119,1
109736,1
149404,0
136566,1
146529,1
119701,1
126199,1
116305,1
132562,1
127067,1
138109,1
125875,1
103057,0
140051,1
136834,1
112469,1
133226,1
145005,1
135266,1
140450,1
142950,1
113632,1
105191,1
115421,1
139090,1
117767,1
125736,1
131396,0
142405,1
103933,1
139451,1
145528,1
115262,1
125335,1
137390,1
138814,0
138968,0
139752,0
127659,1
105420,1
111800,1
130811,1
117278,1
115660,1
130653,1
123868,1
144228,1
141644,1
106099,1
140315,1
114889,1
134034,1
137084,1
130014,1
118701,1
119180,1
123904,1
132956,1
139756,1
127457,1
116922,1
134417,1
112900,1
105110,1
117550,1
148293,1
112708,1
103841,1
132864,1
117056,1
122349,1
142435,1
141880,1
141759,1
145716,1
118748,0
107997,1
137827,1
141100,0
141803,1
135644,0
142045,1
126221,1
145350,1
139829,1
110684,1
103777,1
123739,1
124063,0
123109,1
141739,1
112325,1
112875,1
121798,1
121105,1
143680,1
104740,1
133804,1
106156,1
113883,1
132310,1
134946,0
109595,0
116974,1
141520,1
119670,1
146377,1
122690,1
139986,1
137734,1
108198,0
149996,1
127175,1
116233,1
119381,1
108851,1
102856,1
119870,1
118408,1
115324,1
120958,1
121437,1
135759,1
145429,1
132898,1
131740,1
130038,1
103880,1
114383,1
104105,1
133913,1
131580,1
135067,1
105540,0
105127,1
141114,1
115005,1
135220,1
102023,1
146237,1
114631,1
145823,1
105984,0
132293,1
132370,1
138764,1
140601,1
145133,1
104015,1
136651,0
126094,1
149176,1
106583,1
112360,1
133555,1
112731,1
108464,1
122116,1
147315,1
129584,1
112356,1
139892,1
129214,1
111689,1
122800,1
142423,0
104438,1
135247,1
129899,1
125078,1
140403,1
133343,1
102263,1
104918,1
102126,1
118112,1
124210,1
147001,1
140861,1
119745,1
116228,1
101093,1
127728,1
109787,1
133936,0
105220,1
136950,1
132608,1
129236,1
121676,0
113499,1
102510,1
116458,1
129877,1
108024,1
124810,1
100547,1
128229,1
117561,1
128301,1
115386,0
130098,1
101833,1
146627,1
101180,1
142067,1
100952,1
129512,1
109026,0
115765,1
115157,0
138052,1
120926,1
131796,1
137818,1
131581,1
100749,1
127488,0
118705,1
101106,1
132868,0
117910,1
144767,1
114483,1
143216,1
116001,1
119805,1
103173,1
117518,1
131345,1
113063,1
121775,1
114303,1
135490,1
118756,1
102251,1
141378,1
101008,1
128369,1
117498,1
138022,1
146916,1
123548,1
102129,1
123272,1
125611,0
144877,0
101598,1
127837,1
129765,1
149245,1
138444,1
116796,1
114636,1
118754,1
130862,1
121401,1
136323,1
147984,1
148491,1
106056,1
123802,1
120442,1
145757,1
111364,1
147664,1
113541,1
119797,1
127685,1
123492,1
135850,1
140146,1
100563,1
101482,1
111661,1
104389,1
143367,1
122414,1
137902,0
136699,1
121315,0
135757,1
130296,1
100324,1
104927,0
144131,1
100200,1
124569,0
135871,1
134971,1
127793,1
113213,1
133524,1
135289,1
140638,1
111294,1
106299,1
127963,0
119097,0
134006,1
105578,1
129228,1
128906,1
149393,1
140270,1
107415,0
122924,1
111844,0
104998,1
119492,1
138096,1
130991,1
134985,1
140581,1
133031,1
118108,1
108324,1
133220,1
120596,1
134970,0
122312,1
118268,1
130564,1
120107,1
128546,1
108833,1
117515,1
103910,1
112090,1
148585,1
107042,1
124000,1
116601,1
148576,1
101969,1
110601,0
123699,0
102987,1
126047,1
145569,1
134575,1
140114,1
140084,1
111824,1
140490,1
112462,1
123244,0
118962,1
143711,1
123755,1
137871,1
128020,0
134220,1
142633,1
128777,1
109020,1
146903,1
114066,0
125069,1
119058,1
105394,1
117182,1
114910,1
127893,1
126145,0
106740,1
121534,1
139174,0
134775,1
138400,1
101490,1
116579,1
119546,1
103750,1
120640,1
142537,1
147650,1
121559,1
146708,1
106132,1
143864,1
137211,1
112527,1
128974,1
122346,1
118055,1
137244,1
129507,1
117698,1
133503,1
123417,1
128318,1
123610,1
119133,1
104935,1
133849,1
103860,1
105906,1
102242,0
103125,1
134381,1
121387,1
127907,1
126996,1
145862,1
140332,1
103268,1
123078,1
111637,0
139863,1
132851,0
112579,1
124638,1
137748,1
126509,1
128027,1
142510,1
122254,1
149923,1
113158,1
138883,1
130404,1
115400,1
111032,0
149801,1
141555,1
123726,1
102301,0
103316,1
131308,1
132618,1
125588,1
138917,1
117813,1
123830,1
126735,0
128611,1
112044,0
114555,1
116165,1
108820,1
138751,1
138657,1
133641,1
108419,1
137298,1
131804,1
120187,1
109589,1
130263,1
108866,1
138733,0
107142,1
118236,1
128633,1
109959,0
111842,1
107140,1
138447,1
143988,1
138947,1
134474,1
128466,1
140104,1
134694,1
145027,1
109109,1
129482,1
139571,1
100558,1
130546,1
134652,1
147273,1
124527,1
103063,1
141082,1
128619,1
117115,1
114593,1
108321,1
142208,1
111063,1
116333,1
122436,1
126720,1
144000,1
138084,1
136882,1
118252,1
130245,1
127219,1
129984,1
135810,1
133738,1
141855,1
